Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success
13/20,13/20,13700,1370000,66.58610010147095,4260.525959730148,191.20636580884457,482.29010766744614,0.99
13/20,14/20,13750,1375000,72.356360912323,4286.405839443207,192.47002597153187,556.5257656574249,1.0
13/20,15/20,13800,1380000,79.05307078361511,4309.056482076645,196.94825926423073,533.7726655006409,1.0
13/20,16/20,13850,1385000,81.16491794586182,4323.793721437454,194.32990933954716,519.9307726323605,0.99
13/20,17/20,13900,1390000,73.61350417137146,4313.659327745438,195.63061378896236,593.3830438256264,1.0
13/20,18/20,13950,1395000,65.07475209236145,4360.159899234772,193.63063384592533,496.8976931273937,1.0
13/20,19/20,14000,1400000,58.788007974624634,4351.749112129211,196.1247070878744,525.2769240885973,0.87
14/20,0/20,14050,1405000,63.41368818283081,4371.622297286987,195.93812601268291,551.1954130083323,0.16
14/20,1/20,14100,1410000,63.11790490150452,4397.101707458496,193.54023906588554,519.7627806514502,0.91
14/20,2/20,14150,1415000,60.480222940444946,4407.911216020584,195.28404019773006,554.9519316256046,0.77
14/20,3/20,14200,1420000,65.03787112236023,4417.11989068985,196.35860401391983,528.9710595607758,0.95
14/20,4/20,14250,1425000,69.38445019721985,4436.126967906952,195.44132927060127,533.1691440790892,1.0
14/20,5/20,14300,1430000,70.72056984901428,4464.583273887634,191.99872809648514,536.20138707757,0.99
14/20,6/20,14350,1435000,70.13384819030762,4495.710457801819,187.94553235173225,536.608772456646,1.0
14/20,7/20,14400,1440000,78.72452807426453,4551.9438190460205,193.98359329998493,531.076498284936,1.0
14/20,8/20,14450,1445000,89.82353210449219,4580.094710826874,196.84882834553719,540.4491701722145,0.72
14/20,9/20,14500,1450000,108.13705515861511,4603.904844522476,196.5997180491686,547.8419793248177,0.99
14/20,10/20,14550,1455000,90.28961491584778,4624.299897909164,197.53325375914574,544.548369243741,0.32
14/20,11/20,14600,1460000,88.13166308403015,4581.8271861076355,201.81445720791817,557.6904102563858,0.21
14/20,12/20,14650,1465000,82.77897000312805,4564.170894622803,200.0189609080553,557.2544515281916,0.73
14/20,13/20,14700,1470000,78.8397147655487,4594.428471803665,199.2988094985485,525.1759578436613,1.0
14/20,14/20,14750,1475000,60.1103298664093,4592.680471420288,198.68901325762272,540.1309828311205,0.8
14/20,15/20,14800,1480000,69.87315821647644,4621.738744974136,196.90936698019505,553.6717590242624,0.83
14/20,16/20,14850,1485000,51.84395503997803,4594.029963254929,201.46022875607014,554.2256604135036,0.96
14/20,17/20,14900,1490000,56.64616799354553,4627.664370298386,198.76383917033672,526.751593619585,0.97
14/20,18/20,14950,1495000,2556.9797060489655,4623.313320398331,197.59443613886833,556.7033604979515,0.97
14/20,19/20,15000,1500000,221.94395422935486,4636.555008649826,198.06295411288738,545.0732426643372,0.99
15/20,0/20,15050,1505000,196.47073674201965,4668.061049461365,196.61795902252197,545.6021901965141,1.0
15/20,1/20,15100,1510000,24501.17010617256,4708.979297637939,197.65998676419258,602.6343307495117,1.0
15/20,2/20,15150,1515000,251.76180291175842,4734.408091306686,197.69971825182438,578.6080175042152,0.99
15/20,3/20,15200,1520000,243.65912127494812,4742.788607597351,199.34415569901466,542.9691626727581,1.0
15/20,4/20,15250,1525000,228.33640217781067,4747.503492832184,199.14167594909668,557.8699405193329,1.0
15/20,5/20,15300,1530000,204.6410300731659,4781.205053806305,199.10157757997513,560.1291157156229,1.0
15/20,6/20,15350,1535000,202.2924449443817,4782.057497501373,203.20853699743748,571.2194670438766,1.0
15/20,7/20,15400,1540000,198.21282410621643,4743.69723200798,204.28331483900547,556.2262065112591,1.0
15/20,8/20,15450,1545000,185.4577841758728,4728.006253242493,205.24903032183647,544.1958388090134,1.0
15/20,9/20,15500,1550000,185.17075896263123,4710.712780237198,202.16013169288635,603.7120937108994,0.99
15/20,10/20,15550,1555000,161.9097888469696,4699.4992735385895,200.07058390974998,542.2233452647924,0.97
15/20,11/20,15600,1560000,198.4912509918213,4751.263244628906,198.06613662838936,516.8829547911882,1.0
15/20,12/20,15650,1565000,214.889790058136,4813.480175971985,199.0565654039383,545.5444927066565,1.0
15/20,13/20,15700,1570000,224.56093621253967,4849.838435411453,198.20509488880634,552.1419600248337,1.0
15/20,14/20,15750,1575000,178.20736718177795,4865.882894992828,198.41458739340305,545.671258598566,1.0
15/20,15/20,15800,1580000,204.1264660358429,4895.132392168045,200.13598030805588,522.5673122555017,1.0
15/20,16/20,15850,1585000,968.8069796562195,4874.792507648468,204.22895872592926,572.8288335949183,0.99
15/20,17/20,15900,1590000,89.60676503181458,4856.205090761185,205.8546376824379,561.4740764051676,1.0
15/20,18/20,15950,1595000,118.00025391578674,4901.883069753647,206.7332406938076,564.8492452055216,1.0
15/20,19/20,16000,1600000,131.20484900474548,4915.6386387348175,204.16482865810394,570.3723998516798,1.0
16/20,0/20,16050,1605000,175.96936678886414,4925.122853517532,200.8341263383627,516.8935554772615,1.0
16/20,1/20,16100,1610000,103.32396125793457,4918.403111457825,203.1049951761961,532.2569853067398,1.0
16/20,2/20,16150,1615000,53.45857000350952,4907.781777620316,207.27159050107002,542.8699184805155,1.0
16/20,3/20,16200,1620000,75.4970350265503,4873.67835354805,206.461407199502,540.3515388816595,0.9
16/20,4/20,16250,1625000,59.06629419326782,4873.764241933823,202.39975629746914,558.0677252411842,0.99
16/20,5/20,16300,1630000,52.352245807647705,4883.657749176025,200.61746075749397,473.9921094328165,0.94
16/20,6/20,16350,1635000,55.69898700714111,4976.644485473633,199.76554682850838,520.5246374607086,0.86
16/20,7/20,16400,1640000,62.33414602279663,4987.3451981544495,200.29412585496902,510.6831882148981,0.98
16/20,8/20,16450,1645000,70.64488697052002,4992.850901603699,203.32820339500904,525.0420814305544,1.0
16/20,9/20,16500,1650000,73.76812314987183,4969.299130678177,205.0769980251789,568.9075436294079,1.0
16/20,10/20,16550,1655000,113.11434268951416,4988.473705530167,202.82377341389656,544.6596652269363,1.0
16/20,11/20,16600,1660000,123.01184105873108,4940.744459629059,206.45512671768665,531.4409338384867,0.97
16/20,12/20,16650,1665000,91.72755789756775,4988.012799978256,203.70298072695732,537.1405136138201,1.0
16/20,13/20,16700,1670000,139.44186782836914,5006.057192325592,204.6424109339714,525.5113527923822,1.0
16/20,14/20,16750,1675000,1075.0180261135101,5080.023152112961,202.350691691041,514.8416990190744,0.99
16/20,15/20,16800,1680000,88.21116375923157,5068.571202516556,203.4336943924427,549.826792344451,1.0
16/20,16/20,16850,1685000,105.1929361820221,5096.047696828842,204.47301663458347,534.3371403813362,1.0
16/20,17/20,16900,1690000,2886.5061581134796,5091.040380477905,206.70752134919167,497.54068821668625,1.0
16/20,18/20,16950,1695000,59.88190698623657,5102.801278829575,207.87562257051468,521.7471472471952,1.0
16/20,19/20,17000,1700000,83.42245101928711,5106.654937028885,206.30110850930214,566.2406633347273,1.0
17/20,0/20,17050,1705000,91.93094873428345,5055.660219192505,202.9955872297287,548.2099875509739,1.0
17/20,1/20,17100,1710000,56.48384094238281,5076.294998168945,207.23557136952877,556.8798511475325,1.0
17/20,2/20,17150,1715000,77.91247487068176,5101.288273334503,204.33423918485641,481.4088493734598,1.0
17/20,3/20,17200,1720000,104.18309211730957,5103.713011264801,203.31372347474098,535.5038362890482,1.0
17/20,4/20,17250,1725000,105.8606071472168,5103.059855699539,204.72232718765736,527.3728820085526,0.87
17/20,5/20,17300,1730000,134.9849202632904,5112.422975540161,202.9213955104351,527.1354810744524,0.88
17/20,6/20,17350,1735000,96.07270503044128,5080.493277549744,203.11360158026218,517.3557011038065,1.0
17/20,7/20,17400,1740000,113.43034505844116,5078.313458442688,206.2045505642891,531.1212273538113,1.0
17/20,8/20,17450,1745000,69.4312219619751,5091.078181505203,207.9400213509798,514.8452416956425,1.0
17/20,9/20,17500,1750000,127.58313322067261,5109.547456264496,206.4777526408434,461.70509047806263,0.95
17/20,10/20,17550,1755000,93.74008703231812,5111.617705345154,207.41674241423607,489.3662681430578,1.0
17/20,11/20,17600,1760000,107.72931981086731,5153.00536108017,206.87975299358368,475.0164674818516,1.0
17/20,12/20,17650,1765000,108.9523241519928,5191.843116283417,207.5502726584673,530.061184078455,1.0
17/20,13/20,17700,1770000,75.66475105285645,5212.0639181137085,208.1275905072689,526.8997274488211,1.0
17/20,14/20,17750,1775000,116.1546471118927,5186.523748874664,210.56053683161736,528.9066942632198,1.0
17/20,15/20,17800,1780000,57.2749559879303,5179.292371749878,207.82384072244167,525.542643353343,1.0
17/20,16/20,17850,1785000,52.64442801475525,5179.463150024414,209.12195198237896,531.6608166992664,1.0
17/20,17/20,17900,1790000,55.16222620010376,5173.916229248047,208.63062904775143,545.1759148240089,1.0
17/20,18/20,17950,1795000,66.45053267478943,5201.596836566925,209.74375768005848,505.51449170708656,0.44
17/20,19/20,18000,1800000,97.42530107498169,5212.164177894592,206.9699671268463,519.8007267862558,1.0
18/20,0/20,18050,1805000,117.65487217903137,5229.613851547241,204.59879218041897,507.38186314702034,1.0
18/20,1/20,18100,1810000,181.25949692726135,5225.070408821106,208.74966832995415,487.7488097399473,1.0
18/20,2/20,18150,1815000,162.85956716537476,5231.798737049103,207.26110714673996,471.16172106564045,1.0
18/20,3/20,18200,1820000,111.40342497825623,5250.36622262001,206.70568729937077,502.00503720343113,1.0
18/20,4/20,18250,1825000,59.58730483055115,5231.653453588486,208.23212853074074,530.4725030809641,1.0
18/20,5/20,18300,1830000,77.62593674659729,5221.207229614258,207.79687133431435,523.3062420040369,1.0
18/20,6/20,18350,1835000,77.74086594581604,5259.262203216553,207.26780478656292,499.86024928092957,1.0
18/20,7/20,18400,1840000,80.20399904251099,5241.66493844986,207.79236483573914,476.5590905547142,1.0
18/20,8/20,18450,1845000,101.38726496696472,5255.64263010025,211.06662259995937,486.23406156897545,0.92
18/20,9/20,18500,1850000,78.3010950088501,5275.718888282776,212.1920151859522,547.7488028556108,0.94
18/20,10/20,18550,1855000,55.51494789123535,5292.247173309326,212.62677071988583,530.9523005485535,0.93
18/20,11/20,18600,1860000,70.10734677314758,5278.54734992981,211.78411599993706,516.1715529412031,0.99
18/20,12/20,18650,1865000,67.50838804244995,5302.84663772583,206.8149884790182,561.1245189160109,1.0
18/20,13/20,18700,1870000,82.90356302261353,5269.862145423889,208.7643614411354,555.6089121103287,1.0
18/20,14/20,18750,1875000,83.48184704780579,5286.685335636139,211.64231856167316,532.7244181931019,1.0
18/20,15/20,18800,1880000,87.51504492759705,5334.706154346466,208.69384288787842,514.5954070091248,1.0
18/20,16/20,18850,1885000,109.1029040813446,5366.380661010742,212.07406595349312,519.256059974432,1.0
18/20,17/20,18900,1890000,114.7605471611023,5361.23659992218,211.42407104372978,506.01984745264053,1.0
18/20,18/20,18950,1895000,132.34058690071106,5336.945583343506,211.99403025209904,544.206451445818,0.99
18/20,19/20,19000,1900000,145.32345509529114,5347.1398339271545,213.23293977975845,523.6391172260046,1.0
19/20,0/20,19050,1905000,118.13880515098572,5328.882982254028,210.5196594595909,546.3123270869255,1.0
19/20,1/20,19100,1910000,141.51736116409302,5359.370015144348,209.09643183648586,517.4796861857176,1.0
19/20,2/20,19150,1915000,73.78193020820618,5392.0014362335205,212.4079693853855,530.4822777956724,0.95
19/20,3/20,19200,1920000,64.82913374900818,5405.464405536652,211.54949666559696,556.9488640874624,1.0
19/20,4/20,19250,1925000,106.78221011161804,5454.030553817749,210.94512274861336,528.8214738965034,0.96
19/20,5/20,19300,1930000,128.16558718681335,5464.5735540390015,210.99316336214542,560.8060184419155,1.0
19/20,6/20,19350,1935000,149.21362495422363,5462.206754207611,208.6585477590561,574.3464032411575,0.8
19/20,7/20,19400,1940000,142.73403692245483,5502.061975479126,214.15600331127644,570.3582666069269,1.0
19/20,8/20,19450,1945000,159.41278505325317,5498.107728004456,214.49227033555508,617.7204913049936,1.0
19/20,9/20,19500,1950000,183.91351079940796,5569.46884059906,213.69435779750347,633.54494138062,0.99
19/20,10/20,19550,1955000,79.4186589717865,5578.165769577026,213.936191752553,577.8270575553179,0.98
19/20,11/20,19600,1960000,65.7515127658844,5600.338879585266,214.09505280852318,607.826723381877,1.0
19/20,12/20,19650,1965000,53.11304020881653,5615.8610463142395,213.81249877810478,570.6713868528605,1.0
19/20,13/20,19700,1970000,93.14385223388672,5625.6543827056885,215.00074514746666,569.2388710975647,0.98
19/20,14/20,19750,1975000,126.13534808158875,5594.2767424583435,213.40180680155754,581.5832364559174,1.0
19/20,15/20,19800,1980000,107.56044006347656,5621.239765167236,210.3992064744234,545.8076784312725,1.0
19/20,16/20,19850,1985000,142.58776712417603,5617.095175743103,214.9915675520897,557.998409897089,1.0
19/20,17/20,19900,1990000,88.36123490333557,5629.488218307495,216.49215638637543,518.6216260194778,0.98
19/20,18/20,19950,1995000,90.36075329780579,5599.749071121216,213.8184745758772,541.3445936739445,1.0
19/20,19/20,20000,2000000,66.12774085998535,5651.032286643982,214.24270044267178,553.1876095831394,1.0
