Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success
10/20,5/20,10300,1030000,74.77492570877075,4569.59717130661,157.238986864686,407.4953032582998,0.95
10/20,6/20,10350,1035000,73.45742201805115,4537.536329984665,155.04701025784016,400.748036891222,1.0
10/20,7/20,10400,1040000,71.70280408859253,4561.369616985321,154.91761738061905,426.1062714904547,0.97
10/20,8/20,10450,1045000,64.89340996742249,4585.419501781464,157.37353917956352,391.6019764840603,0.97
10/20,9/20,10500,1050000,70.25790905952454,4568.460946798325,156.8964139521122,408.89769564568996,1.0
10/20,10/20,10550,1055000,67.5352189540863,4563.3261642456055,155.3977254629135,410.71419551968575,1.0
10/20,11/20,10600,1060000,69.04360604286194,4593.6642208099365,156.57162251323462,392.44559025764465,0.97
10/20,12/20,10650,1065000,71.2027759552002,4572.914239168167,155.72453287243843,406.67507840692997,1.0
10/20,13/20,10700,1070000,76.23808598518372,4561.273155212402,156.37622570991516,375.7782634049654,1.0
10/20,14/20,10750,1075000,74.00402617454529,4563.359421253204,156.16451255232096,404.6893482208252,1.0
10/20,15/20,10800,1080000,74.69077515602112,4543.635172843933,157.7257488667965,401.10084918141365,1.0
10/20,16/20,10850,1085000,84.49694490432739,4567.851271152496,154.76544378697872,407.62934413552284,1.0
10/20,17/20,10900,1090000,88.24712896347046,4532.345497608185,155.07007598131895,415.12096762657166,1.0
10/20,18/20,10950,1095000,68.89127492904663,4526.578590631485,155.56174904108047,398.8207922130823,1.0
10/20,19/20,11000,1100000,70.8401517868042,4552.553699493408,155.475519657135,380.1266585290432,1.0
11/20,0/20,11050,1105000,66.18510675430298,4568.181804895401,156.0001739859581,385.3856560885906,1.0
11/20,1/20,11100,1110000,73.68711304664612,4575.01641702652,155.59793989360332,412.0728965550661,0.99
11/20,2/20,11150,1115000,72.12087512016296,4598.954634904861,155.84915779531002,405.1389800310135,1.0
11/20,3/20,11200,1120000,72.975093126297,4571.417756557465,155.4912116676569,417.58103804290295,1.0
11/20,4/20,11250,1125000,71.81691813468933,4572.862403392792,156.16039799898863,390.17583794891834,0.99
11/20,5/20,11300,1130000,74.4878158569336,4579.690839767456,158.13408495485783,378.4642109721899,0.97
11/20,6/20,11350,1135000,105.69850182533264,4608.634325504303,155.59429296851158,388.937003582716,1.0
11/20,7/20,11400,1140000,104.62453484535217,4613.640024900436,157.00019367039204,383.9214815348387,0.99
11/20,8/20,11450,1145000,88.69042873382568,4604.758531332016,155.24228263646364,407.7714433372021,1.0
11/20,9/20,11500,1150000,84.6506769657135,4626.406569004059,156.6970679461956,436.1544554531574,1.0
11/20,10/20,11550,1155000,99.44959378242493,4635.189657926559,155.89641246199608,422.91916723549366,1.0
11/20,11/20,11600,1160000,90.80846309661865,4654.1982979774475,156.01024762541056,409.6291100382805,1.0
11/20,12/20,11650,1165000,81.77312898635864,4651.67947936058,156.70199204981327,409.4125036597252,1.0
11/20,13/20,11700,1170000,87.76212096214294,4647.329865217209,157.49703470617533,404.7189000546932,1.0
11/20,14/20,11750,1175000,86.04651498794556,4631.316893339157,158.66031174361706,374.563354447484,1.0
11/20,15/20,11800,1180000,88.86606693267822,4683.3366549015045,158.63453428447247,381.32344318926334,1.0
11/20,16/20,11850,1185000,91.08755588531494,4653.642310142517,158.05139335989952,391.0747172534466,1.0
11/20,17/20,11900,1190000,94.44380807876587,4647.784582614899,157.15317414700985,395.1851367801428,1.0
11/20,18/20,11950,1195000,85.34798431396484,4669.320620298386,155.48378963768482,397.2053132355213,0.99
11/20,19/20,12000,1200000,81.78897714614868,4715.352380990982,157.64530883729458,417.6355604082346,1.0
12/20,0/20,12050,1205000,80.33869791030884,4726.222535848618,157.32396429777145,371.9616534411907,1.0
12/20,1/20,12100,1210000,124.38029193878174,4739.084795951843,159.07323887944221,366.29900209605694,1.0
12/20,2/20,12150,1215000,91.11480665206909,4734.01548409462,158.85737092792988,392.808003410697,1.0
12/20,3/20,12200,1220000,82.40932202339172,4726.843156576157,159.8830337971449,398.68931072950363,0.99
12/20,4/20,12250,1225000,82.84577894210815,4719.2110295295715,159.4504184871912,385.3691757917404,1.0
12/20,5/20,12300,1230000,90.14342904090881,4735.996078252792,155.5765714496374,383.2674673497677,1.0
12/20,6/20,12350,1235000,99.08050799369812,4751.009961128235,155.85021010041237,376.31453712284565,1.0
12/20,7/20,12400,1240000,102.11503791809082,4753.04568195343,158.00030486285686,390.8499009460211,0.99
12/20,8/20,12450,1245000,71.03285098075867,4715.391521215439,159.50365050137043,385.13166335225105,1.0
12/20,9/20,12500,1250000,72.38275718688965,4707.832337856293,159.04632183909416,381.6097502708435,1.0
12/20,10/20,12550,1255000,70.37784600257874,4699.69552564621,157.98139671981335,374.29951606690884,1.0
12/20,11/20,12600,1260000,70.17581391334534,4704.657376766205,157.29029709100723,399.0992709994316,1.0
12/20,12/20,12650,1265000,74.29398894309998,4686.605823755264,158.16514360904694,409.8195050358772,1.0
12/20,13/20,12700,1270000,78.6900839805603,4690.737216472626,158.6755696684122,402.7893638908863,1.0
12/20,14/20,12750,1275000,79.9382848739624,4738.07661819458,157.98335899412632,389.12665820121765,1.0
12/20,15/20,12800,1280000,81.68769812583923,4719.999993085861,162.43069465458393,392.38821940124035,0.99
12/20,16/20,12850,1285000,72.90921187400818,4726.6809322834015,161.60861331224442,374.704542607069,1.0
12/20,17/20,12900,1290000,75.50146794319153,4751.31877207756,158.37078122794628,395.83163149654865,1.0
12/20,18/20,12950,1295000,63.500256061553955,4733.82351732254,160.2233311831951,370.3506373614073,1.0
12/20,19/20,13000,1300000,78.35470604896545,4734.104544401169,158.23419496417046,379.4988293647766,0.99
13/20,0/20,13050,1305000,75.3819489479065,4716.443596124649,159.96788346767426,357.28116634488106,0.95
13/20,1/20,13100,1310000,78.97382092475891,4739.171092987061,160.54563736915588,377.4222726523876,1.0
13/20,2/20,13150,1315000,85.47822690010071,4711.300136089325,159.49337302148342,396.725465297699,1.0
13/20,3/20,13200,1320000,91.77722692489624,4762.928434610367,160.87270879000425,403.58618450164795,1.0
13/20,4/20,13250,1325000,107.49717473983765,4766.919636011124,159.16976530849934,411.14276398718357,1.0
13/20,5/20,13300,1330000,95.0108289718628,4766.333766698837,157.52932892739773,406.7138412296772,1.0
13/20,6/20,13350,1335000,83.0281457901001,4804.453915596008,159.3793094754219,411.7416900098324,1.0
13/20,7/20,13400,1340000,78.91073679924011,4790.897764205933,159.80130387842655,434.76387295126915,1.0
13/20,8/20,13450,1345000,82.38144612312317,4780.646036148071,160.30023638904095,426.63751804083586,1.0
13/20,9/20,13500,1350000,76.69908595085144,4815.829672336578,159.83857901394367,399.9904888123274,1.0
13/20,10/20,13550,1355000,80.01321578025818,4789.673334598541,160.68047550320625,400.98975889384747,1.0
13/20,11/20,13600,1360000,81.42653512954712,4841.526680469513,160.23580805957317,390.0875124633312,1.0
